timestamp,humidity,pm_2_5,pm_2_5_sp,temperature
2021-08-15,82.63375053949035,29.24242424242424,1.100546448087432,28.39210185584817
2021-08-16,87.84535330261156,19.43290548424737,1.100546448087432,26.64427803379375
2021-08-18,77.26129032258063,15.16304347826087,1.100546448087432,28.29689366786127
2021-08-19,78.80703125000011,7.994887927644514,1.100546448087432,27.96902343749978
2021-08-20,81.79079874706333,9.83273738577672,1.100546448087432,27.50324980422874
2021-08-21,84.59847715736062,11.27990525069088,1.100546448087432,26.85529090199165
2021-08-22,83.274956822108,11.97236842105263,1.100546448087432,27.40094991364425
2021-08-23,75.18957622990737,7.357037763609613,1.100546448087432,27.96078908913796
2021-08-24,75.86038102643893,7.19607072691552,1.100546448087432,28.42943234836722
2021-08-25,78.26721483554938,9.83498935415188,1.100546448087432,27.41301609517108
2021-08-26,74.61245661396052,7.374414976599064,1.100546448087432,27.90940994986495
2021-08-27,75.13501509271232,8.201567261645625,1.100546448087432,28.18171625700754
2021-08-28,77.92898550724635,5.432762836185819,1.100546448087432,27.73091787439614
2021-08-30,77.03909054646942,15.59541984732824,1.100546448087432,26.72018348623872
2021-09-05,70.52570545032874,9.81132075471698,1.100546448087432,26.68608426749159
2021-09-07,62.2941272430668,6.791666666666667,1.100546448087432,28.5845024469821
2021-09-11,88.32568448500652,9.027107474530826,1.100546448087432,26.67509778357252
2021-09-12,81.5153359683788,18.60679071879937,1.100546448087432,28.3573122529645
2021-09-13,81.22428330522735,9.588671317607416,1.100546448087432,27.99822934232711
2021-09-14,83.20181184668985,11.87141442538354,1.100546448087432,27.15902439024373
2021-09-15,79.89633233532919,11.31431120074907,1.100546448087432,28.21459580838328
2021-09-16,84.6891222805704,12.53483962621723,1.100546448087432,27.07359339834974
2021-09-17,83.12524127691168,27.90142700296738,1.100546448087432,28.05144766146979
2021-09-18,87.51982049364281,34.33434820627806,1.100546448087432,26.89887808526542
2021-09-19,77.48809523809524,21.82251161458328,1.100546448087432,28.55662202380964
2021-09-20,84.70756369426756,12.78047346337578,1.100546448087432,27.45812101910831
2021-09-21,78.80748502994015,7.340195709050112,1.100546448087432,27.74079341317364
2021-09-22,82.87531787584152,9.87680620328848,1.100546448087432,27.25160807778603
2021-09-23,80.67809452363082,11.39663450112529,1.100546448087432,28.06594148537148
2021-09-24,82.21171171171206,21.69604065168537,1.100546448087432,28.27154654654638
2021-09-25,80.27545816733081,29.79841968127488,1.100546448087432,28.80645418326694
2021-09-27,86.14134328358189,7.49349913104988,1.100546448087432,27.17776119402975
2021-09-28,84.8458889669709,4.106360624561404,1.100546448087432,27.55657062543927
2021-09-29,80.24088359046229,18.45804139985992,1.100546448087432,28.7270687237024
2021-09-30,84.74872180451139,16.83393072209738,1.100546448087432,27.90195488721781
