timestamp,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
2022-08-13,59.59834638783269,14.31939163498099,13.96197718631179,14.63212927756654,34.13687937262355
2022-08-14,61.95793266452652,9.004815409309792,8.818619582664526,9.201444622792938,33.63505377207053
2022-08-15,62.51825713172199,14.51519875292284,13.91192517537023,15.10288386593921,33.71260210444274
2022-08-16,61.88320314748228,9.0431654676259,8.951438848920864,9.087230215827338,33.92864604316544
2022-08-17,63.33394186426833,5.697465249386754,5.572363041700735,5.677023712183156,32.48076475878983
2022-08-18,62.93281610894966,5.442023346303502,5.204669260700389,5.839688715953307,33.18335774319062
2022-08-19,61.68933255813924,6.267842822774659,6.008821170809944,6.693664795509222,34.45273528468326
2022-08-20,60.33113330733242,5.829953198127925,5.712948517940718,5.832293291731669,34.42709149765992
2022-08-21,60.83500946428568,4.641964285714286,4.514285714285714,4.719642857142857,33.45461401785713
2022-08-22,62.513611599626,4.101964452759589,3.910196445275959,4.188026192703461,32.4760011225445
2022-08-23,61.87546834710775,6.626446280991735,6.517355371900827,6.711570247933884,33.09541198347097
2022-08-24,62.92636256767202,6.464810518174787,6.296983758700696,6.573859242072699,33.2404249806651
2022-08-25,61.86194486486497,6.108108108108108,5.95045045045045,6.104504504504504,34.39202585585585
2022-08-26,63.30251520061752,5.575617283950617,5.489969135802469,5.515432098765432,33.25885131172833
2022-08-27,65.74890261927021,7.563143124415341,7.38821328344247,7.533208606173995,32.01166108512626
2022-08-28,65.91037445699388,7.774978279756733,7.654213727193745,7.86359687228497,33.00342875760212
2022-08-29,64.20455587686583,7.619402985074627,7.356343283582089,8.865671641791044,33.28538656716417
2022-08-30,70.53089745114669,5.500424808836024,5.45624468988955,5.483432455395072,30.67583500424805
2022-08-31,68.07531070640208,6.856512141280353,6.814569536423841,7.058498896247241,32.28308366445921
2022-09-01,66.80252736363626,3.612727272727273,3.603636363636364,3.603636363636364,32.85911218181821
2022-09-02,66.02216816647928,4.793025871766029,4.775028121484814,4.788526434195726,33.01071158605178
