date_only,humidity,pm_10,pm_2_5,temperature
2021-08-19,89.2368055955755,8.381918472841088,7.0860714346776685,25.828308186217352
2021-08-20,85.50898278014229,7.939228834167549,6.9248583161141575,27.348182177115195
2021-08-21,86.81790303776768,6.851080732326243,5.991886629692143,27.07601172036416
2021-08-22,84.27008686362707,8.187137552495969,7.371436362571307,27.87132361544866
2021-08-23,82.809111679952,4.494782059194446,3.834712430820761,27.13867995099218
2021-08-24,79.64299363619166,3.212090653993392,2.652615602731296,28.83981545704393
2021-08-25,85.01121358698761,3.344894840017346,2.5466463518632527,26.678768859168315
2021-08-26,84.03845140305177,3.755007222830762,3.0174735496293543,27.17440754953825
2021-08-27,83.1933254297078,7.81137587058392,6.881265577589454,27.65150042362569
2021-08-28,80.68830525040471,13.551808597965898,12.184307774140049,28.56055031685832
2021-08-29,76.83099284568839,18.48533599497407,16.530387829170323,29.26914240599852
2021-08-30,81.70547414888446,17.800565263273768,16.47395308068225,28.472737873700734
2021-08-31,83.65877259182237,15.492544780997108,14.294785466838947,28.34680303856884
2021-09-01,81.53665332123485,6.462354970868223,5.765446974452665,28.46423259569623
2021-09-02,84.49038158072666,7.261985099769685,6.543185186823397,27.9644427947806
2021-09-03,81.81941942736825,5.333130371967946,4.57035455450692,27.940249819117284
2021-09-04,80.60555106508038,17.628042039661626,16.04317268353343,28.646087573186897
2021-09-05,78.59289767861502,19.12377864174801,17.30220192606317,29.364729500842767
2021-09-06,75.4355312751142,20.47488621042075,18.540518528987544,29.454004059769822
2021-09-07,73.85206454217844,20.196825432654013,18.1915294892993,29.779688250251777
2021-09-08,80.09399556868073,14.271103887487149,12.911182062812902,28.863503196838355
2021-09-09,81.98845522293158,4.533110751258839,3.720095902275593,27.92448871733232
2021-09-10,88.20764684693415,5.041748879700221,3.963858056433766,26.45765789844437
2021-09-11,82.67880535140112,8.116712841821888,6.890474510265507,28.659705540325884
2021-09-12,79.35495832650047,10.50801707556658,9.325109794704854,29.582735936604863
2021-09-13,84.16151586907966,5.857724100250956,4.958002049127959,28.23713829921533
2021-09-14,85.77617406770644,7.316107911014545,6.021432966275005,27.453072447007703
2021-09-15,86.2486623558887,7.447073963118649,6.411977275756944,27.381975327243143
2021-09-16,87.15383726552794,13.43198740401965,11.889873232982264,26.6373733814278
2021-09-17,81.91395028584267,15.524083090783275,14.44038593921352,28.36237472395144
2021-09-18,83.96023694160058,20.566497290961586,19.000571358260245,27.940234281937663
2021-09-19,81.7651485518806,15.39979972156067,14.410040944059,28.50835152840276
2021-09-20,84.74956927631273,6.820530313009967,6.177818081672988,27.66180209713897
2021-09-21,85.16710397369988,4.224573352005288,3.4143619950527424,27.031486185105187
2021-09-22,86.80264112969422,4.704018102557351,3.760127629231718,27.03826010768442
2021-09-23,85.71224769163483,8.572605469870402,7.383014794595323,27.39337614955416
2021-09-24,79.0238717334965,16.408135484551515,14.744495310491043,29.194899447956256
2021-09-25,78.78023858968656,15.804294612691953,14.381924794281767,29.575091844386925
2021-09-26,89.41148606455624,10.347123211719929,8.878671869656737,26.35258379676701
2021-09-27,88.47003269301115,3.9109752917806127,3.34239696603572,26.732408085491148
2021-09-28,86.63687797104471,5.645362087196823,4.884675067006945,27.52951143705859
2021-09-29,84.16064061382835,4.751311982074292,4.123984095931267,28.25988810468253
2021-09-30,84.58710670055571,5.618908871573561,4.824574344820487,28.34871202781489
2021-10-01,81.28541270679094,6.452872766017085,5.873963597170393,29.17650375396212
2021-10-02,83.85636737614803,10.047569964126383,9.073003995271224,28.098405373726283
2021-10-03,80.36220700845178,14.929034696059045,13.717706571686245,29.105368741075395
2021-10-04,80.30694172412618,11.094171699927102,10.212982809705178,29.330576016259265
2021-10-05,83.80720468369414,11.911013302345577,10.824400828000735,28.46069118870881
2021-10-06,87.92461750679844,8.825242288525994,7.735825498313666,26.578387869286573
2021-10-07,87.28567672891424,5.459809891763682,4.510366816005891,26.59967784635506
2021-10-08,88.0796214225768,4.435368918060841,3.272712534676467,26.64036403807996
2021-10-09,84.61803535331117,6.525926024282251,5.173057579515481,28.048600341512568
2021-10-10,78.51198713694845,5.657935699638913,4.579784142483648,29.60851438737634
2021-10-11,77.9022524842973,7.088260606747223,5.751125921250207,29.617776215242024
2021-10-12,75.34713776767524,15.23784355296491,13.530106639538303,29.938907706992573
2021-10-13,75.61574958068293,12.239640991676906,10.478579757762624,29.895711590286705
2021-10-14,74.96937018206285,10.154493098700817,8.591185798564654,30.026053286883982
2021-10-15,77.38998251633738,19.026356262313385,16.777037240513714,30.00035152474735
2021-10-16,75.01795385452344,21.085166708612068,18.854993306390217,30.08376002071476
2021-10-17,79.57116326010811,18.008954087162316,16.376573516824728,29.12206169991937
2021-10-18,86.42524698636667,10.939728132039551,9.845395608867555,27.362607808225214
2021-10-19,80.69357296577599,11.423556787290211,10.195341846966832,29.29487649503799
2021-10-20,83.97919473393897,6.312355900073585,5.695460924325893,28.48721399015705
2021-10-21,84.85575089833397,6.560756082166575,5.870585807707746,28.12117666106947
2021-10-22,87.60524982663551,8.511481608192119,7.790453458553525,27.41184520078836
2021-10-23,85.66439475966247,10.33626624595365,9.45702118917328,27.336137588875083
2021-10-24,83.61946082009871,9.419565024397588,8.643114884504612,28.06968469478
2021-10-25,85.68796479617436,8.510231229952183,7.887795743244588,27.73087086425669
2021-10-26,87.01647858977879,10.887835506458442,10.057695290358115,27.50511543009653
2021-10-27,83.5857490775456,9.592029492136062,8.765422135199012,28.670727622781225
2021-10-28,87.31397274504951,10.99282482801597,9.969390748389875,27.668361511437347
2021-10-29,82.38423559592775,18.39341784200479,17.001661596715945,28.72579362333391
2021-10-30,79.42737136426975,13.928321509211893,13.020888342732148,29.82867090198632
2021-10-31,87.30914780945876,7.543203123863408,6.819036421009419,27.367428592947515
2021-11-01,88.1993082542851,7.553643784239928,6.961879422297897,26.642503528069387
2021-11-02,83.27920684971212,7.240707836941544,6.673056859459672,28.32622414223305
2021-11-03,86.08628647057257,10.806530630262962,9.816245918736003,27.604310355528543
2021-11-04,85.56767257441173,12.01686762440294,11.0342751765854,27.32548300071093
2021-11-05,88.55039341173665,8.566792323689802,7.83163031535623,26.710875058804724
2021-11-06,86.02547226630105,5.711226965612635,5.090314880925256,27.692528085457443
2021-11-07,84.27947683065753,7.877579364564465,7.263145041277285,28.16619138007922
2021-11-08,83.59272065572463,7.787583862269797,7.052004363852276,28.694370824138943
2021-11-09,85.42708048056903,9.043414973392728,8.183474899055915,28.40356796042757
2021-11-10,86.34832349840481,6.87462789259689,5.702824491494983,27.82558553244462
2021-11-11,90.70841781941114,6.330753310820963,5.393083153445314,25.91239921361448
2021-11-12,93.62972630045309,5.033469108442574,4.493507892545818,25.27506828836332
2021-11-13,92.56152386654507,7.782352654851331,6.947142291605322,25.864286009210616
2021-11-14,92.7077513171398,4.523397551842006,3.7801691066234167,25.822650711408347
2021-11-15,89.43690902210582,7.714645439698309,6.813737316310614,26.93478574608876
2021-11-16,86.86224418200727,8.678417370754522,7.766740095774485,27.54830409461971
2021-11-17,82.60490822691615,7.334261870374838,6.643823364629537,28.78537208017924
2021-11-18,89.42080331982145,6.131615552952706,5.618135032462706,27.149193849772217
2021-11-19,93.91496114045668,4.577813825028525,3.8751338023381137,25.73420029538677
2021-11-20,91.9396059887731,5.431966135055486,4.861977343036764,26.08963928087809
2021-11-21,83.08294128510116,4.505876885541347,4.071345646673541,28.57158418997423
2021-11-22,85.09423235017059,5.294225531220424,4.744926335490405,28.17241129054112
2021-11-23,89.08193795625596,10.932028356969646,9.949994869142865,27.36484907771004
2021-11-24,88.61146240187853,10.9553360928591,10.081667586306413,27.31380104210629
2021-11-25,88.26545774729068,11.344874778237068,10.409317161693313,27.25198253273426
2021-11-26,88.23892366613032,8.262747101658809,7.54599554900882,27.25963289575624
2021-11-27,90.37451077766517,2.9335614864651927,2.5063567390381167,26.123066241658
2021-11-28,83.7410032398584,3.194523748958575,2.4901360021458903,27.627288198711685
2021-11-29,92.03497333717796,4.507894784428966,3.956716364167221,25.52888903801493
2021-11-30,92.8411818368985,5.755167515564867,5.118271578986347,26.065218597874185
2021-12-01,89.54163806460082,2.5787327555277413,2.186810347663952,27.174586865620498
2021-12-02,92.40515298890472,5.884607667373561,5.024570011674467,25.9506591003698
2021-12-03,85.53695193142188,11.271776206690706,10.173666464271957,27.080546865002685
2021-12-04,81.6973775038617,19.34598838876514,17.73329979847476,27.53890970587961
2021-12-05,84.6696244387234,16.57963680551738,15.429912814289551,26.91678125726093
2021-12-06,79.15722128579328,20.549162684124724,19.16709970891006,27.146750414384
2021-12-07,76.68809039974046,21.82664049903561,19.972377952768746,26.934816722126413
2021-12-08,77.15842209492955,17.181208275348144,15.800289748146591,27.87840739611821
2021-12-09,76.78157193261617,15.632480813966309,14.351919379722244,28.1538044369525
2021-12-10,76.70814238353003,19.932967233238426,18.453639768367427,28.14410345331317
