date,pm_2_5,pm_10,humidity,temperature
2021-02-12,18.15595398514362,20.561081510311546,83.78092011646041,27.690056860518474
2021-02-13,15.427182504755113,17.44868590885393,83.71091248616379,27.675274401296868
2021-02-14,27.776937358159014,31.856245181527783,79.45966476251947,27.6772528597621
2021-02-15,32.22723806514996,37.31559736044049,79.78994858300283,27.440677483671607
2021-02-16,34.2627000328921,39.95819331902186,79.35719530885943,27.28708794202913
2021-02-17,41.40684566144938,49.82115240215176,80.24873838338756,26.794459409408557
2021-02-18,37.91363645686737,45.41052115709192,78.17039624940635,26.755410624875854
2021-02-19,18.89691215861359,22.22971544557493,75.21122919605101,26.781898482547547
2021-02-20,19.658245628959474,23.41618617757913,76.18189181430041,27.202398287800996
2021-02-21,21.25798364775383,25.22430550791365,78.05367699175918,26.85573272336997
2021-02-22,25.882030896197353,30.820664119198415,78.80912158507878,26.26872055539133
2021-02-23,41.93916631774586,50.33245141661468,76.19192691057715,26.102181609473057
2021-02-24,50.36481329906858,60.368586338914284,78.85983036706395,26.186418051716032
2021-02-25,44.426802733223006,53.792331318996936,80.79972116413838,27.044607280087522
2021-02-26,43.921033091451,53.54134701327813,79.12304323464653,27.861933522225975
2021-02-27,37.42892583290661,44.77075643332752,72.60324698085205,28.177051677415054
2021-02-28,41.26182067716757,49.68072961150926,77.21659532919819,28.205208698831225
2021-03-01,35.27151649233905,41.14644337526683,80.82092856419764,28.022689769738538
2021-03-02,34.409024470293346,40.31873304367665,80.10287119936666,27.916989913020238
2021-03-03,26.922996771690865,31.129289953945637,80.03242931256372,27.99769061587907
2021-03-04,18.627354240053496,21.132325325426898,82.21756705685638,28.38841810708372
2021-03-05,17.553456054159636,20.046412149901506,81.7413348627788,28.26812788806726
2021-03-06,19.280601706109824,22.224742386509433,80.08944724222148,27.9733945260038
2021-03-07,17.57686599331161,19.951349224365547,80.80426336781713,28.04821017708798
2021-03-08,18.899858377616848,21.346110229090524,79.34713217147909,27.80853589679226
2021-03-09,19.243537500264914,22.247550145807264,78.30999842191542,27.586571528260304
2021-03-10,26.273208899920753,30.560938916668004,78.40404385620579,27.762115454774726
2021-03-11,25.424009753355335,29.49931066733264,78.28929901232702,27.901176507922532
2021-03-12,17.95661243326362,20.678608142512836,78.67316491706002,28.304896398262404
2021-03-13,20.744960009993417,23.987265274035316,81.0817346637222,27.995295436598855
2021-03-14,24.830359819854372,28.504639428600996,81.6605332624546,27.467994413469746
2021-03-15,25.00003269833663,29.806536314262864,78.4467615387628,28.055310346133833
2021-03-16,26.22625735377626,30.754494761745715,77.27725837084952,28.115168836656384
2021-03-17,26.404500967982816,30.673413252250228,77.77217723286145,27.824127256529852
2021-03-18,29.726615470970668,34.83774634001713,79.6515264817363,27.51090838635491
2021-03-19,32.17624255459335,37.686176997140755,77.53617175264169,27.656470929395486
2021-03-20,24.079702156777348,28.304179066509104,77.81812623915047,27.628558920749374
2021-03-21,17.754744591370134,21.544261680634968,79.60897948168034,27.973078310349006
2021-03-22,18.634460296091586,21.496227914864765,80.13620768188811,28.47629366686566
2021-03-23,14.835267615938706,16.595302802960514,79.64247731092256,28.854091965072552
2021-03-24,21.755189035983488,25.316463648657805,83.68849283129434,28.43396808672101
2021-03-25,9.968458273228675,11.939242944471117,85.12320095527593,28.293645034781054
2021-03-26,12.549661048962506,14.57909898908583,83.77547949170028,28.288481283554002
2021-03-27,12.688341215553569,14.760746445574345,81.55191015712546,28.851350329866438
2021-03-28,9.80517702760183,11.305769378607664,82.4666718822637,28.940217234897577
2021-03-29,4.841404062023683,5.646366567627051,81.94351181726292,28.671913093337487
2021-03-30,11.054764488658392,12.420422569094514,80.88682568187217,29.299354522272274
2021-03-31,12.99274212724353,14.081663534613002,83.29596731982168,28.864552685973965
2021-04-01,8.677192862654978,9.838882291484014,82.46049789911417,29.07957360369625
2021-04-02,6.8693956752109235,7.9131821526666135,78.76395740978967,29.55966774220396
2021-04-03,13.199434674376084,14.892300337186628,78.87179022337939,29.044928729940978
2021-04-04,16.50523672832804,18.289319683769254,79.53529895039803,29.838189632326955
2021-04-05,18.801519683328983,21.149288273669193,82.976921708147,28.919223578120675
2021-04-06,14.438953623282186,16.220739758876114,83.8241004245374,29.092494857587262
2021-04-07,9.409201973654078,10.821311589705017,88.9079082982994,27.47863330860279
2021-04-08,25.098353911300062,28.651777366056017,83.58229544789076,28.669524605901774
2021-04-09,30.44577121742861,35.59472464435067,81.05618125416517,28.686569621105484
2021-04-10,32.45932658423745,37.64891689172706,82.74409229443596,28.251613074052823
2021-04-11,34.637815647113186,40.74855388615333,80.69863167107788,29.237127902553343
2021-04-12,30.924403648909163,35.72578181555723,80.06457691195222,29.112001927512658
2021-04-13,19.79306997939395,22.22409321539245,83.88335819261326,28.464076052770505
2021-04-14,14.367815916153162,16.055071432772777,84.80688527498292,28.14278830117376
2021-04-15,16.029567841478027,18.307986841452372,85.03034019841986,27.51452635104103
2021-04-16,16.133133766662553,17.731918497698764,81.07144832197653,28.583874172357792
2021-04-17,13.363402246691091,14.666685876766243,79.83260926326192,28.915348227331666
2021-04-18,7.0115853499367295,7.900072640521202,79.72099591750089,28.59613821803445
2021-04-19,10.31034519661603,11.62160630772274,81.08822815368796,28.74228192201124
2021-04-20,6.944939112723536,7.934543742603106,82.69397370808255,28.138481292104444
2021-04-21,8.029720901643138,9.04245614849747,80.22440476211695,29.32694705733039
2021-04-22,15.637612895217996,17.606683099853257,84.4829589268918,28.322717776385854
2021-04-23,9.524282193980762,10.581458031218729,82.9339090225045,28.642352136547924
2021-04-24,7.757255528393058,8.634764464178948,85.03217126915766,27.73774839616536
2021-04-25,11.235316433736477,12.316864838135244,78.23061718889879,29.384528151173622
2021-04-26,14.567937392137269,16.313079505777687,82.85840064475367,28.599628649246966
2021-04-27,9.618528719416998,10.807883909327442,82.87210523439664,28.757087412260358
2021-04-28,8.966793184493438,9.943352209710087,85.88642476284981,27.513084640692608
2021-04-29,14.529215086162464,16.210557441879217,85.74288438120061,28.19906400947828
2021-04-30,11.723107760058241,13.025070981476057,87.71322415239895,27.633841850534267
2021-05-01,15.726476163228158,17.563760273851837,87.1251982153326,27.96144316835301
2021-05-02,15.012926531374196,16.635232652343046,88.5489119431992,27.91250961843696
2021-05-03,8.717174023497542,10.545594017544873,85.96843678532342,28.90128918253015
2021-05-04,14.617323992804856,16.23612223803686,82.4387992282622,29.82781699182142
2021-05-05,13.890432706727324,15.817933263270385,82.01139512572759,28.63890054653128
2021-05-06,11.860540500801319,13.370692746619412,85.72696149145763,28.6204877138252
2021-05-07,4.93095923405572,5.7574003715632935,93.2966732857022,26.02116637639055
2021-05-08,4.1973312944439325,5.057198295164065,87.80454947241303,27.916863920392615
2021-05-09,8.291850552539163,9.451563168401487,91.60342672846528,26.190204328162196
2021-05-10,12.579736898263974,13.964761324186084,83.83987664057395,28.998966014408897
2021-05-11,15.004170131379464,16.79656123629015,82.48699738663129,29.652925784967273
2021-05-12,14.266905483681521,16.31736493480788,80.76513948480155,30.07567143467445
