timestamp,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
2022-07-31,64.46382587155952,6.768807339449541,6.188990825688073,6.188990825688073,25.15961357798166
2022-08-01,62.26891825962903,6.814550641940086,6.25962910128388,7.128388017118402,27.41454350927242
2022-08-02,60.80227318612011,4.545741324921136,4.145110410094637,5.098580441640379,24.95019731861203
2022-08-03,66.22087018413622,9.142351274787536,7.652974504249292,9.88314447592068,26.67795715297466
2022-08-04,62.30154878048753,4.047967479674797,3.721951219512195,3.897560975609756,25.33665430894309
2022-08-05,63.80874874290344,8.652068126520682,7.962692619626926,8.580697485806974,24.43108523925391
2022-08-06,64.91114809741251,22.67427701674277,19.88432267884323,24.01598173515982,26.40040509893447
2022-08-07,68.4354317890239,4.23592302209551,3.918745545260157,3.918745545260157,25.08622138275122
2022-08-08,65.3755798301486,18.21868365180467,16.29157820240623,18.90516631280963,27.1182595895258
2022-08-09,64.29691975835097,27.95877754086709,25.37526652452026,28.31485429992893,27.55466396588474
2022-08-10,62.91546217532462,8.415584415584416,7.607142857142857,8.866883116883116,25.3594714285715
2022-08-11,62.0178070312498,8.526278409090908,7.693892045454546,8.330965909090908,27.38137194602279
2022-08-12,62.04882955064735,10.31835491241432,9.546077684691546,9.568164508758567,26.94404775323688
2022-08-13,59.90688118279559,11.01523297491039,10.25537634408602,10.3826164874552,28.47696818996418
2022-08-14,62.18321343173426,7.134317343173432,6.669372693726937,6.67380073800738,28.01982833948339
2022-08-15,63.38292658022678,13.04538087520259,11.84278768233387,12.95218800648298,26.97432520259317
2022-08-16,60.32711031084126,14.59363153904473,13.12585291887794,15.9931766489765,27.57687103866561
2022-08-17,60.96525966386557,5.285714285714286,4.884644766997708,5.194041252864782,26.52008968678386
2022-08-18,61.52980301659096,3.289592760180995,3.07315233785822,3.07315233785822,26.65871123680246
2022-08-19,62.45817119377165,13.64705882352941,11.99480968858131,15.18771626297578,27.75465657439445
2022-08-20,60.12805111111108,5.761290322580646,5.359139784946237,5.759856630824372,27.7225822939066
2022-08-21,60.661953091684,6.224591329068941,5.417910447761194,6.222459132906894,26.45540810234553
2022-08-22,60.87419182036869,8.840417000801924,7.755412991178829,9.387329591018444,27.52156744186051
2022-08-23,62.81706238401114,4.630977872947894,4.211277658815132,4.244825124910778,27.15431042112776
2022-08-24,63.71524838187695,10.51294498381877,9.303398058252426,11.23705501618123,27.2779895631068
2022-08-25,61.83403361823343,7.126780626780627,6.342592592592593,6.5,26.79695256410251
2022-08-26,60.72119943462894,7.646643109540636,6.779505300353357,6.898939929328622,26.59388275618354
2022-08-27,62.12978937125725,8.605538922155688,7.887724550898204,8.428143712574851,25.09892964071858
