Unnamed: 0,timestamp,timezone,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
124,2023-12-27 16:00:00.000,Asia/Bangkok,74.79827880859375,19.06666666666667,17.11666666666667,17.18333333333333,34.21492004394531
125,2023-12-27 17:00:00.000,Asia/Bangkok,75.69895426432292,17.3,15.85,15.85,34.00846862792969
126,2023-12-27 18:00:00.000,Asia/Bangkok,78.9581298828125,19.11666666666667,17.76666666666667,17.85,33.09823608398438
127,2023-12-27 19:00:00.000,Asia/Bangkok,78.74673099841101,42.84745762711864,36.16949152542373,41.16949152542373,33.55354438393803
128,2023-12-27 20:00:00.000,Asia/Bangkok,83.78926939883475,15.08474576271187,13.57627118644068,13.84745762711864,31.92139189122087
129,2023-12-27 21:00:00.000,Asia/Bangkok,85.7318115234375,6.116666666666666,5.783333333333333,5.783333333333333,31.39576721191406
130,2023-12-27 22:00:00.000,Asia/Bangkok,83.61287434895833,10.5,9.583333333333334,9.583333333333334,31.62605285644531
131,2023-12-27 23:00:00.000,Asia/Bangkok,84.781494140625,26.48333333333333,23.01666666666667,23.06666666666667,31.50083923339844
132,2023-12-28 00:00:00.000,Asia/Bangkok,86.25630696614583,13.18333333333333,11.8,11.8,31.15809631347656
133,2023-12-28 01:00:00.000,Asia/Bangkok,87.28434244791667,13.26666666666667,11.75,11.75,30.92378234863281
134,2023-12-28 02:00:00.000,Asia/Bangkok,88.01859537760417,12.46666666666667,10.9,10.9,30.74334716796875
135,2023-12-28 03:00:00.000,Asia/Bangkok,92.45432535807292,11.16666666666667,10.4,10.4,30.40513610839844
136,2023-12-28 04:00:00.000,Asia/Bangkok,93.2879638671875,14.38333333333333,13.23333333333333,13.23333333333333,30.04661560058594
137,2023-12-28 05:00:00.000,Asia/Bangkok,93.36781819661458,23.45,21.81666666666667,21.88333333333333,29.9249267578125
138,2023-12-28 06:00:00.000,Asia/Bangkok,93.10658772786458,10.65,10.0,10.0,29.12362670898438
139,2023-12-28 07:00:00.000,Asia/Bangkok,93.35032145182292,8.65,8.216666666666667,8.216666666666667,28.79414367675781
140,2023-12-28 08:00:00.000,Asia/Bangkok,94.10316204202586,5.568965517241379,5.172413793103448,5.172413793103448,28.71758822737069
141,2023-12-28 09:00:00.000,Asia/Bangkok,93.27443440755208,14.48333333333333,13.38333333333333,13.38333333333333,29.08518981933594
142,2023-12-28 10:00:00.000,Asia/Bangkok,90.42816162109375,10.56666666666667,9.216666666666667,9.216666666666667,29.83345031738281
143,2023-12-28 11:00:00.000,Asia/Bangkok,81.46942138671875,9.083333333333334,8.3,8.3,32.32278442382812
144,2023-12-28 12:00:00.000,Asia/Bangkok,83.43332926432292,5.316666666666666,4.916666666666667,4.916666666666667,31.95217895507812
145,2023-12-28 13:00:00.000,Asia/Bangkok,81.89849853515625,5.433333333333334,5.2,5.2,32.58815002441406
146,2023-12-28 14:00:00.000,Asia/Bangkok,74.11142985026042,9.616666666666667,9.15,9.15,35.10014343261719
147,2023-12-28 15:00:00.000,Asia/Bangkok,70.3936767578125,9.883333333333333,9.266666666666667,9.266666666666667,35.75961303710938
148,2023-12-28 16:00:00.000,Asia/Bangkok,70.24739583333333,40.68333333333333,36.96666666666667,48.06666666666667,35.27890014648438
149,2023-12-28 17:00:00.000,Asia/Bangkok,74.512939453125,36.26666666666667,32.01666666666667,38.51666666666667,34.45225524902344
150,2023-12-28 18:00:00.000,Asia/Bangkok,76.51519775390625,17.75,16.83333333333333,16.83333333333333,33.76542663574219
151,2023-12-28 19:00:00.000,Asia/Bangkok,77.01974642478814,22.40677966101695,20.72881355932203,20.72881355932203,33.32754878674523
152,2023-12-28 20:00:00.000,Asia/Bangkok,80.04282633463542,38.63333333333333,34.86666666666667,42.56666666666667,32.71974182128906
153,2023-12-28 21:00:00.000,Asia/Bangkok,83.13385009765625,30.2,27.3,28.81666666666667,32.28518676757812
154,2023-12-28 22:00:00.000,Asia/Bangkok,84.05069986979167,45.05,38.1,45.63333333333333,31.98272705078125
155,2023-12-28 23:00:00.000,Asia/Bangkok,84.46614583333333,48.05,40.06666666666667,48.18333333333333,31.95973205566406
156,2023-12-29 00:00:00.000,Asia/Bangkok,86.25040690104167,44.08333333333334,37.16666666666666,42.61666666666667,31.98239135742188
157,2023-12-29 01:00:00.000,Asia/Bangkok,86.5264892578125,19.6551724137931,18.06896551724138,18.58620689655172,31.90708028859106
158,2023-12-29 02:00:00.000,Asia/Bangkok,87.86326090494792,15.56666666666667,14.41666666666667,14.41666666666667,31.48388671875
159,2023-12-29 03:00:00.000,Asia/Bangkok,90.29886881510417,19.28333333333333,17.58333333333333,17.63333333333333,30.79554748535156
160,2023-12-29 04:00:00.000,Asia/Bangkok,92.75705973307292,33.33333333333334,30.83333333333333,32.25,30.31080627441406
161,2023-12-29 05:00:00.000,Asia/Bangkok,93.441162109375,41.96666666666667,35.91666666666666,40.21666666666667,30.05148315429688
162,2023-12-29 06:00:00.000,Asia/Bangkok,94.05253092447917,34.86666666666667,31.6,33.41666666666666,29.74012756347656
163,2023-12-29 07:00:00.000,Asia/Bangkok,94.82432047526042,37.31666666666667,33.71666666666667,37.76666666666667,29.5677490234375
164,2023-12-29 08:00:00.000,Asia/Bangkok,96.4495849609375,33.53333333333333,30.53333333333333,31.88333333333333,29.28996276855469
165,2023-12-29 09:00:00.000,Asia/Bangkok,94.03376175185382,36.0,32.33898305084746,34.5593220338983,30.07928880594545
166,2023-12-29 10:00:00.000,Asia/Bangkok,94.86175537109375,35.91666666666666,32.15,34.38333333333333,30.34303283691406
167,2023-12-29 11:00:00.000,Asia/Bangkok,86.59088134765625,35.88333333333333,32.01666666666667,34.63333333333333,32.08695983886719
168,2023-12-29 12:00:00.000,Asia/Bangkok,81.343994140625,30.2,27.96666666666667,29.06666666666667,33.18988037109375
169,2023-12-29 13:00:00.000,Asia/Bangkok,87.50274658203125,23.3,21.83333333333333,21.9,31.80581665039062
170,2023-12-29 14:00:00.000,Asia/Bangkok,88.28165690104167,20.33333333333333,19.58333333333333,19.58333333333333,31.63645935058594
171,2023-12-29 15:00:00.000,Asia/Bangkok,77.26643880208333,12.83333333333333,12.33333333333333,12.33333333333333,34.16641235351562
172,2023-12-29 16:00:00.000,Asia/Bangkok,85.05696614583333,7.35,7.083333333333333,7.083333333333333,32.47418212890625
173,2023-12-29 17:00:00.000,Asia/Bangkok,81.09731038411458,11.18333333333333,10.26666666666667,10.26666666666667,33.5087890625
174,2023-12-29 18:00:00.000,Asia/Bangkok,83.97572835286458,19.68333333333333,18.28333333333333,18.41666666666667,32.88322448730469
175,2023-12-29 19:00:00.000,Asia/Bangkok,88.25337727864583,39.85,34.2,37.53333333333333,32.0518798828125
176,2023-12-29 20:00:00.000,Asia/Bangkok,92.32269287109375,47.35,39.81666666666667,47.56666666666667,31.20223999023438
177,2023-12-29 21:00:00.000,Asia/Bangkok,93.12418619791667,49.28333333333333,41.51666666666667,51.2,31.21281433105469
